
"Қазақстан Республикасының Бюджет кодексі" Қазақстан Республикасының 2008 жылғы 4 желтоқсандағы
кодексіне , "Қазақстан Республикасындағы жергілікті мемлекеттік басқару және өзін-өзі басқару туралы" Қазақстан Республикасының 2001 жылғы 23 қаңтардағы Заңының 6-бабының 1-тармағының
1) тармақшасына сәйкес Қармақшы аудандық мәслихаты
ШЕШІМ ҚАБЫЛДАДЫ:


1. "2014-2016 жылдарға арналған аудандық бюджет туралы" Қармақшы аудандық мәслихатының 2013 жылғы 25 желтоқсандағы кезекті 24-сессиясының
N 140 шешіміне (нормативтік құқықтық актілердің мемлекеттік тіркеу тізілімінде 4574 нөмірімен тіркелген, аудандық "Қармақшы таңы" газетінің 2014 жылғы 18 қаңтарда жарияланған) мынадай өзгерістер мен толықтырулар енгізілсін:



1-тармақта :


1), 2) тармақшалар мынадай редакцияда жазылсын:


"1) кірістер – 7 753 180 мың теңге, оның ішінде:


салықтық түсімдер – 1 014 994 мың теңге;


салықтық емес түсімдер – 4 425 мың теңге;


негізгі капиталды сатудан түсетін түсімдер – 8 500 мың теңге;


трансферттер түсімі – 6 725 261 мың теңге;


2) шығындар – 7 687 765 мың теңге;";


4) тармақша мынадай редакцияда жазылсын:


"4) қаржы активтерімен операциялар бойынша сальдо – 142 799 мың теңге;


қаржы активтерін сатып алу – 142 799 мың теңге;


мемлекеттің қаржы активтерін сатудан түсетін түсімдер – 0;";



4-тармақ мынадай мазмұндағы 14) тармақшамен толықтырылсын:


"14) мектеп оқушыларына электрондық білім беру жүйесін енгізуге – 1 013 мың теңге.";



5-тармақтың 1) тармақшасы мынадай редакцияда жазылсын:


"1) мектепке дейінгі білім беру ұйымдарында мемлекеттік білім беру тапсырысын іске асыруға – 190 683 мың теңге;";



5-тармақ мынадай мазмұндағы 5) – 7) тармақшалармен толықтырылсын:


"5) мемлекеттік атаулы әлеуметтік көмек төлеуге – 12 017 мың теңге;


6) 18 жасқа дейінгі балаларға мемлекеттік жәрдемақыларды төлеуге – 12 000 мың теңге;


7) мемлекеттік мекемелердің мемлекеттік қызметшілер болып табылмайтын жұмыскерлерінің, сондай-ақ жергілікті бюджеттерден қаржыландырылатын мемлекеттік кәсіпорындардың жұмыскерлерінің лауазымдық айлықақысына ерекше еңбек жағдайлары үшін ай сайынғы үстемеақы төлеуге – 135 251 мың теңге.";



6-тармақ мынадай мазмұндағы 15) тармақшамен толықтырылсын:


"15) Жосалы кенті Мүсірбаев көшесі бойындағы коммуналдық меншіктегі ғимаратының құрылысы – 155 162 мың теңге.";



7-тармақ мынадай мазмұндағы 5) тармақшамен толықтырылсын:


"5) мамандандырылған уәкілетті ұйымдардың жарғылық капиталдарын ұлғайтуға – 8 099 мың теңге.";


"2014-2016 жылдарға арналған аудандық бюджет туралы" Қармақшы аудандық мәслихатының 2013 жылғы 25 желтоқсандағы кезекті 24-сессиясының N 140
шешімінің 1 ,
4 ,
	|	Қармақшы аудандық мәслихатының2014 жылғы "28" сәуірдегікезектен тыс 27-сессиясыныңN 173 шешіміне 2-қосымшаҚармақшы аудандық мәслихатының2013 жылғы "25" желтоқсандағыкезекті 24-сессиясыныңN 140 шешіміне 4-қосымша

2014 жылға арналған аудандық бюджеттің бюджеттік инвестицияларды жүзеге асыруға бағытталған бағдарламаларының тізбесі

Функционалдық топ	|	Сомасы, мың теңге
	|	Бюджеттік бағдарламалардың әкiмшiсi
	|		|	Бағдарлама
	|		|		|	Атауы
	|		|		|	2.Шығындар	|	1238598
01	|		|		|	Жалпы сипаттағы мемлекеттiк қызметтер	|	9192
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	9192
	|		|	040	|	Мемлекеттік органдардың объектілерін дамыту	|	9192
04	|		|		|	Бiлiм беру	|	59459
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	59459
	|		|	037	|	Білім беру объектілерін салу және реконструкциялау	|	59459
07	|		|		|	Тұрғын үй-коммуналдық шаруашылық	|	1006513
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	217456
	|		|	015	|	Елдi мекендердегі көшелердi жарықтандыру	|	217456
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	789057
	|		|	003	|	Коммуналдық тұрғын үй қорының тұрғын үйін жобалау, салу және (немесе) сатып алу	|	73000
	|		|	004	|	Инженерлiк коммуникациялық инфрақұрылымды жобалау, дамыту, жайластыру және (немесе) сатып алу	|	33304
	|		|	005	|	Коммуналдық шаруашылығын дамыту	|	194862
	|		|	058	|	Елді мекендердегі сумен жабдықтау және су бұру жүйелерін дамыту	|	480850
	|		|	072	|	Жұмыспен қамту 2020 жол картасы шеңберінде қызметтік тұрғын үй салуға және (немесе) сатып алуға, инженерлік-коммуникациялық инфрақұрылымды дамытуға және (немесе) сатып алуға және жастарға арналған жатақханаларды салуға, сатып алуға, салып бітіруге берілетін нысаналы даму трансферттері	|	7041
08	|		|		|	Мәдениет, спорт, туризм және ақпараттық кеңістiк	|	20635
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	20635
	|		|	011	|	Мәдениет объектілерін дамыту	|	20635
13	|		|		|	Басқалар	|	142799
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	142799
	|		|	060	|	Мамандандырылған уәкілетті ұйымдардың жарғылық капиталдарын ұлғайту	|	8099
	|		|	065	|	Заңды тұлғалардың жарғылық капиталын қалыптастыру немесе ұлғайту	|	134700


	|	Қармақшы аудандық мәслихатының2014 жылғы "28" сәуірдегікезектен тыс 27-сессиясыныңN 173 шешіміне 3-қосымшаҚармақшы аудандық мәслихатының2013 жылғы "25" желтоқсандағыкезекті 24-сессиясыныңN 140 шешіміне 6-қосымша

Кент, ауылдық округ әкімі аппараттарының 2014 жылға арналған бюджеттік бағдарламаларының тізбесі

Функционалдық топ	|	Сомасы, мың теңге
	|	Бюджеттік бағдарламалардың әкiмшiсi
	|		|	Бағдарлама
	|		|		|	Кіші бағдарлама
	|		|		|		|	Атауы
	|		|		|		|	2. Шығындар	|	781128
01	|		|		|		|	Жалпы сипаттағы мемлекеттiк қызметтер	|	229372
	|	123	|		|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	229372
	|		|	001	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	220725
	|		|		|	011	|	Республикалық бюджеттен берілетін трансферттер есебiнен	|	2889
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	565
	|		|		|		|	Төретам кенті әкімінің аппараты	|	224
	|		|		|		|	Қармақшы ауылдық округ әкімінің аппараты	|	153
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	195
	|		|		|		|	Иіркөл ауылдық округ әкімінің аппараты	|	197
	|		|		|		|	Жаңажол ауылдық округ әкімінің аппараты	|	205
	|		|		|		|	ІІІ-Интернационал ауылдық округ әкімінің аппараты	|	165
	|		|		|		|	Ақтөбе ауылдық округ әкімінің аппараты	|	144
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	192
	|		|		|		|	Дауылкөл ауылдық округ әкімінің аппараты	|	164
	|		|		|		|	Алдашбай Ахун ауылдық округ әкімінің аппараты	|	156
	|		|		|		|	Қуандария ауылдық округ әкімінің аппараты	|	142
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	192
	|		|		|		|	Ақай ауылдық округ әкімінің аппараты	|	195
	|		|		|	015	|	Жергілікті бюджет қаражаты есебінен	|	217836
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	46891
	|		|		|		|	Төретам кенті әкімінің аппараты	|	20951
	|		|		|		|	Қармақшы ауылдық округ әкімінің аппараты	|	12700
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	11879
	|		|		|		|	Иіркөл ауылдық округ әкімінің аппараты	|	10590
	|		|		|		|	Жаңажол ауылдық округ әкімінің аппараты	|	13940
	|		|		|		|	ІІІ-Интернационал ауылдық округ әкімінің аппараты	|	13420
	|		|		|		|	Ақтөбе ауылдық округ әкімінің аппараты	|	12584
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	13584
	|		|		|		|	Дауылкөл ауылдық округ әкімінің аппараты	|	12800
	|		|		|		|	Алдашбай Ахун ауылдық округ әкімінің аппараты	|	9865
	|		|		|		|	Қуандария ауылдық округ әкімінің аппараты	|	10611
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	12146
	|		|		|		|	Ақай ауылдық округ әкімінің аппараты	|	15875
	|		|	022	|		|	Мемлекеттік органның күрделі шығыстары	|	8647
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	1981
	|		|		|		|	Ақтөбе ауылдық округ әкімінің аппараты	|	2342
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	2162
	|		|		|		|	Жаңажол ауылдық округ әкімінің аппараты	|	2162
05	|		|		|		|	Денсаулық сақтау	|	176
	|	123	|		|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	176
	|		|	002	|		|	Шұғыл жағдайларда сырқаты ауыр адамдарды дәрігерлік көмек көрсететін ең жақын денсаулық сақтау ұйымына жеткізуді ұйымдастыру	|	176
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	17
	|		|		|		|	Қармақшы ауылдық округ әкімінің аппараты	|	3
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	27
	|		|		|		|	Иіркөл ауылдық округ әкімінің аппараты	|	27
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	4
	|		|		|		|	Алдашбай Ахун ауылдық округ әкімінің аппараты	|	12
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	86
07	|		|		|		|	Тұрғын үй-коммуналдық шаруашылық	|	503217
	|	123	|		|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	503217
	|		|	008	|		|	Елді мекендерде көшелерді жарықтандыру	|	21246
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	9953
	|		|		|		|	Төретам кенті әкімінің аппараты	|	5200
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	447
	|		|		|		|	Иіркөл ауылдық округ әкімінің аппараты	|	276
	|		|		|		|	Жаңажол ауылдық округ әкімінің аппараты	|	914
	|		|		|		|	ІІІ-Интернационал ауылдық округ әкімінің аппараты	|	628
	|		|		|		|	Ақтөбе ауылдық округ әкімінің аппараты	|	286
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	362
	|		|		|		|	Дауылкөл ауылдық округ әкімінің аппараты	|	610
	|		|		|		|	Алдашбай Ахун ауылдық округ әкімінің аппараты	|	267
	|		|		|		|	Қуандария ауылдық округ әкімінің аппараты	|	838
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	780
	|		|		|		|	Ақай ауылдық округ әкімінің аппараты	|	685
	|		|	009	|		|	Елді мекендердің санитариясын қамтамасыз ету	|	14766
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	11300
	|		|		|		|	Төретам кенті әкімінің аппараты	|	2844
	|		|		|		|	Ақай ауылдық округ әкімінің аппараты	|	622
	|		|	011	|		|	Елді мекендерді абаттандыру мен көгалдандыру	|	467205
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	136254
	|		|		|		|	Төретам кенті әкімінің аппараты	|	125952
	|		|		|		|	Қармақшы ауылдық округ әкімінің аппараты	|	16654
	|		|		|		|	Жосалы ауылдық округ әкімінің аппараты	|	14555
	|		|		|		|	Иіркөл ауылдық округ әкімінің аппараты	|	12179
	|		|		|		|	Ақтөбе ауылдық округ әкімінің аппараты	|	17059
	|		|		|		|	Ақжар ауылдық округ әкімінің аппараты	|	17059
	|		|		|		|	Алдашбай Ахун ауылдық округ әкімінің аппараты	|	10733
	|		|		|		|	Қуандария ауылдық округ әкімінің аппараты	|	2700
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	19131
	|		|		|		|	Дауылкөл ауылдық округ әкімінің аппараты	|	40424
	|		|		|		|	Ақай ауылдық округ әкімінің аппараты	|	53857
	|		|		|		|	Жаңажол ауылдық округ әкімінің аппараты	|	324
	|		|		|		|	ІІІ-Интернационал ауылдық округ әкімінің аппараты	|	324
12	|		|		|		|	Көлiк және коммуникация	|	121
	|	123	|		|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	121
	|		|	045	|		|	Елді-мекендер көшелеріндегі автомобиль жолдарын күрделі және орташа жөндеу	|	121
	|		|		|		|	Жосалы кенті әкімінің аппараты	|	121
13	|		|		|		|	Басқалар	|	48242
	|	123	|		|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	48242
	|		|	040	|		|	"Өңірлерді дамыту" Бағдарламасы шеңберінде өңірлерді экономикалық дамытуға жәрдемдесу бойынша шараларды іске асыру	|	48242
	|		|		|		|	Төретам кенті әкімінің аппараты	|	24203
	|		|		|		|	Қуандария ауылдық округ әкімінің аппараты	|	10470
	|		|		|		|	Көмекбаев ауылдық округ әкімінің аппараты	|	13569




